This file was created by CMPT_ME_PRIOR_RETS using the 202403 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
ST_Rev is the average of the returns on two (big and small) low prior return portfolios
minus the average of the returns on two high prior return portfolios.  The portfolios
are constructed monthly.  Big means a firm is above the median market cap on the NYSE
at the end of the previous month; small firms are below the median NYSE market cap.
Prior return is measured from month - 1 to - 1.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

          ST_Rev
201103  -0.86
201104  -1.08
201105  -1.22
201106  -0.93
201107  -1.07
201108  -1.35
201109  -9.57
201110  12.21
201111   1.25
201112  -1.54
201201   6.52
201202  -0.34
201203  -0.80
201204  -0.46
201205  -3.34
201206  -0.79
201207   1.47
201208   3.03
201209  -0.19
201210   0.25
201211   0.91
201212   0.18
201301  -1.42
201302  -1.19
201303  -1.86
201304  -1.19
201305   1.64
201306   0.50
201307   1.94
201308  -0.81
201309  -0.46
201310  -0.14
201311   0.67
201312   1.35
201401   0.33
201402  -0.19
201403   2.66
201404  -2.10
201405   0.47
201406  -0.52
201407   2.66
201408   1.61
201409  -0.19
201410  -2.60
201411  -3.29
201412  -1.01
201501  -0.42
201502   3.54
201503  -0.12
201504   4.12
201505   2.40
201506  -3.58
201507  -4.93
201508   1.51
201509  -3.17
201510   0.90
201511   0.08
201512   1.15
201601  -2.85
201602  -0.93
201603   1.54
201604   0.42
201605   0.11
201606   1.44
201607   4.53
201608  -0.35
201609   0.03
201610   2.55
201611   0.30
201612  -1.18
201701   3.34
201702  -1.06
201703  -0.85
201704  -2.10
201705  -3.37
201706   4.08
201707   2.00
201708  -0.35
201709   2.81
201710  -0.74
201711   0.42
201712  -0.76
201801   0.66
201802  -2.37
201803   0.32
201804  -0.78
201805  -0.10
201806   0.63
201807   1.78
201808   1.53
201809   0.08
201810   1.27
201811   1.23
201812  -1.61
